Datetime,MAE,P_Waterlevel,P_Waterlevel.1,P_Waterlevel.2,P_Waterlevel.3,T_Waterlevel,T_Waterlevel.1,T_Waterlevel.2,T_Waterlevel.3
2022-07-25,0.33276929102791686,16.167766571044922,13.318575859069824,13.256942749023438,22.103300094604492,16.043833333333332,12.557473333333332,12.557473333333332,21.861170436507937
2022-07-26,0.3267709314902372,16.167049407958984,13.320051193237305,13.257680892944336,22.103635787963867,16.024333333333335,12.520473333333333,12.520473333333333,21.829170436507933
2022-07-27,0.3151179755305741,16.165863037109375,13.319601058959961,13.257031440734863,22.103103637695312,16.000999999999998,12.472223333333334,12.472223333333334,21.79675376984127
2022-07-28,0.2990600270328825,16.165142059326172,13.321194648742676,13.257596969604492,22.1032772064209,15.973666666666668,12.41314,12.41314,21.756420436507934
2022-07-29,0.27957186976316756,16.16500473022461,13.32162857055664,13.257874488830566,22.103225708007812,15.984333333333332,12.406640000000001,12.406640000000001,21.744003769841267
2022-07-30,0.2593040327238659,16.161293029785156,13.31700611114502,13.251873016357422,22.098548889160156,15.997416666666668,12.425556666666667,12.425556666666667,21.74148988095238
2022-07-31,0.24142939891100693,16.159587860107422,13.314472198486328,13.247910499572754,22.095922470092773,16.0,12.426306666666667,12.426306666666667,21.73832321428571
2022-08-01,0.22162811044862535,16.154844284057617,13.304622650146484,13.236023902893066,22.088024139404297,16.002416666666665,12.433223333333334,12.433223333333334,21.740906547619048
2022-08-02,0.20244037843274323,16.14398193359375,13.27551555633545,13.201464653015137,22.065885543823242,16.012333333333334,12.472556666666666,12.472556666666666,21.767120833333333
2022-08-03,0.1842561496565077,16.134014129638672,13.244261741638184,13.164566040039062,22.04281234741211,16.026416666666666,12.502723333333334,12.502723333333334,21.795704166666667
2022-08-04,0.16898287224578856,16.130212783813477,13.226709365844727,13.145347595214844,22.031631469726562,16.08125,12.59289,12.59289,21.8667875
2022-08-05,0.15743372406895964,16.12291145324707,13.203836441040039,13.118348121643066,22.01383399963379,16.085,12.624306666666666,12.624306666666666,21.8930375
2022-08-06,0.15028094784588272,16.118284225463867,13.186258316040039,13.098316192626953,22.001142501831055,16.097083333333334,12.672973333333333,12.672973333333333,21.91937083333334
2022-08-07,0.14491596488189698,16.10508155822754,13.140949249267578,13.045905113220215,21.966449737548828,16.10125,12.706973333333334,12.706973333333334,21.9366625
2022-08-08,0.14295338911268426,16.117401123046875,13.17308235168457,13.085627555847168,21.994340896606445,16.102,12.716640000000002,12.716640000000002,21.941245833333333
2022-08-09,0.14209666718249842,16.12437629699707,13.19095230102539,13.107763290405273,22.009153366088867,16.09025,12.72964,12.72964,21.945162499999995
2022-08-10,0.14156852760993097,16.112703323364258,13.155272483825684,13.065519332885742,21.9807186126709,16.086833333333335,12.74614,12.74614,21.9459125
2022-08-11,0.14359264429940133,16.108247756958008,13.138136863708496,13.046289443969727,21.967824935913086,16.08816666666667,12.76039,12.76039,21.946412499999997
2022-08-12,0.14917823681894932,16.107851028442383,13.130885124206543,13.039759635925293,21.96357536315918,16.117583333333336,12.765306666666667,12.765306666666667,21.9437625
2022-08-13,0.15483878345277566,16.123634338378906,13.174211502075195,13.092657089233398,21.999317169189453,16.103666666666665,12.76789,12.76789,21.938595833333334
2022-08-14,0.16140483587053073,16.13463020324707,13.20388126373291,13.128931045532227,22.023374557495117,16.102619999999998,12.770083333333334,12.770083333333334,21.93830416666667
2022-08-15,0.16837629796557943,16.14075469970703,13.214695930480957,13.143823623657227,22.03304672241211,16.10075,12.774083333333333,12.774083333333333,21.937970833333335
2022-08-16,0.17102582926008417,16.14316749572754,13.217267990112305,13.148086547851562,22.035888671875,16.094666666666665,12.764333333333333,12.764333333333333,21.93305416666667
2022-08-17,0.1729451799922517,16.14508056640625,13.21764850616455,13.150136947631836,22.0369930267334,16.091,12.76175,12.76175,21.92577083333333
2022-08-18,0.1750403283860946,16.15704917907715,13.23615837097168,13.174050331115723,22.0539493560791,16.09,12.767416666666668,12.767416666666668,21.923187499999997
2022-08-19,0.17908377617730017,16.15875816345215,13.237812042236328,13.176876068115234,22.054962158203125,16.0895,12.771166666666666,12.771166666666666,21.9221875
2022-08-20,0.18487460676828998,16.160429000854492,13.23830795288086,13.177986145019531,22.055891036987305,16.088583333333332,12.772666666666668,12.772666666666668,21.921354166666667
2022-08-21,0.19154507051044012,16.161684036254883,13.235191345214844,13.175260543823242,22.054405212402344,16.087833333333332,12.77725,12.77725,21.920354166666666
2022-08-22,0.19932748757468294,16.162063598632812,13.234127044677734,13.17482852935791,22.054500579833984,16.08716666666667,12.788083333333335,12.788083333333335,21.919416666666667
2022-08-23,0.2080665671772424,16.16207504272461,13.233256340026855,13.174413681030273,22.054481506347656,16.0885,12.791916666666669,12.791916666666669,21.918333333333333
2022-08-24,0.21507677782906398,16.162343978881836,13.231878280639648,13.17337417602539,22.05409049987793,16.089833333333335,12.790833333333333,12.790833333333333,21.90441666666667
2022-08-25,0.22072147394816058,16.162927627563477,13.231192588806152,13.173069953918457,22.053874969482422,16.09175,12.794416666666667,12.794416666666667,21.895750000000003
2022-08-26,0.22671204344431534,16.16337013244629,13.228856086730957,13.171104431152344,22.052751541137695,16.09225,12.800333333333333,12.800333333333333,21.894083333333334
2022-08-27,0.2323090781105886,16.16414451599121,13.231586456298828,13.174405097961426,22.054611206054688,16.092333333333332,12.796416666666666,12.796416666666666,21.886750000000003
2022-08-28,0.23426723278893336,16.16489601135254,13.233610153198242,13.176816940307617,22.05607795715332,16.077333333333335,12.772,12.772,21.868333333333336
2022-08-29,0.2359650678210786,16.16567611694336,13.236152648925781,13.179506301879883,22.057634353637695,16.06175,12.739583333333334,12.739583333333334,21.85604166666667
2022-08-30,0.23612970361709576,16.16619300842285,13.246988296508789,13.191411972045898,22.064157485961914,16.059666666666665,12.744416666666666,12.744416666666666,21.865375000000007
